Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_02x04_Odd_Even,PinHeader_2x04_P2.54mm_Vertical,147.31,-91.948,90.0,bottom
U1,WeMos_D1_mini,WEMOS_D1_mini_light,149.883,-94.488,180.0,top
